Time,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6
0,0,-0.008234441280365,-0.008229658007622,0,-0.160906821489334,0.772581696510315
0.000100113575172,0,0.920959770679474,0.385392665863037,0,-22.1846675872803,-66.579460144043
0.000200227150344,-10.0944662094116,1.95069849491119,1.47130370140076,0,-24.8414688110352,-56.8228416442871
0.000300340703689,10.0944662094116,2.51886487007141,3.21867537498474,0,-80.156494140625,-191.62158203125
0.000400454300689,20.1889324188232,1.25584447383881,4.82680368423462,0,-205.777420043945,-526.711791992188
0.000500567839481,30.2833995819092,-1.6836119890213,5.14248847961426,0,-428.735443115234,-1162.55139160156
0.000600681407377,50.4723320007324,-3.44373965263367,0.825546860694885,0,-772.1630859375,-2135.81005859375
0.000700794975273,60.5667991638184,-0.149843275547028,-1.38032650947571,0,-1202.07873535156,-3319.82202148437
0.000800908601377,111.039131164551,6.73467445373535,4.18590688705444,0,-1517.14050292969,-3991.00170898437
0.00090006866958,121.133598327637,23.9524459838867,7.50448226928711,0,-1855.05895996094,-4734.8291015625
0.001000182237476,90.8501968383789,34.9470329284668,-2.24580693244934,0,-1695.08276367188,-4201.72265625
0.001100295805372,50.4723320007324,36.7094650268555,-39.5361366271973,0,-1141.80090332031,-2850.42724609375
0.001200409373268,0,56.152214050293,-74.8647308349609,0,-517.151611328125,-1594.10986328125
0.001300522941165,0,89.7059173583984,-88.2561416625977,0,-390.307769775391,-1616.26147460938
0.001400636509061,60.5667991638184,158.410766601563,-101.039878845215,0,-1041.00354003906,-3904.68627929687
0.001500750076957,111.039131164551,247.146591186523,-110.341453552246,0,-1763.38403320313,-6287.6884765625
0.001600863644853,131.228057861328,344.843231201172,-106.171630859375,0,-2146.50708007813,-7434.08544921875
0.001700023771264,161.511459350586,430.414794921875,-125.733840942383,0,-2240.5068359375,-7616.31298828125
0.00180013733916,90.8501968383789,520.898559570313,-154.705322265625,0,-2282.26342773437,-7783.57958984375
0.001900250907056,50.4723320007324,606.141906738281,-178.440780639648,0,-2404.53564453125,-7912.02587890625
0.002000364474952,40.3778648376465,697.50244140625,-204.150299072266,0,-2653.2421875,-8421.3466796875
0.002100478159264,80.755729675293,820.992492675781,-244.452026367187,0,-3524.771484375,-11194.7109375
0.002200591610745,111.039131164551,984.880859375,-257.258544921875,0,-4447.89697265625,-14400.75390625
0.002300705295056,191.794860839844,1144.84680175781,-266.153167724609,0,-5461.9228515625,-18096.193359375
0.002400818746537,343.211853027344,1327.70703125,-255.335525512695,0,-7275.95947265625,-23923.8125
0.002500932430848,464.345458984375,1506.86828613281,-260.647979736328,0,-9048.365234375,-29919.916015625
0.002600092440844,595.573547363281,1697.25500488281,-252.494400024414,0,-11060.6728515625,-36191.984375
0.002700206125155,746.990539550781,1885.4091796875,-250.977645874023,0,-13306.29296875,-43115.91015625
0.002800319576636,817.651794433594,2069.90161132812,-268.829406738281,0,-15038.5361328125,-48506.90625
0.002900433260947,797.462829589844,2241.76977539063,-283.712249755859,0,-16011.5556640625,-51285.09375
0.003000546712428,797.462829589844,2409.15771484375,-345.344757080078,0,-16579.451171875,-53552.15234375
0.00310066039674,777.27392578125,2590.86499023438,-370.029449462891,0,-17831.595703125,-56708.1640625
0.003200773848221,858.029663085937,2781.96899414062,-356.625762939453,0,-19119.158203125,-59530.3984375
0.003300887532532,1029.63562011719,2983.83471679687,-349.410736083984,0,-21041.935546875,-65524.875
0.003400047542527,1170.95812988281,3195.56982421875,-300.713409423828,0,-22879.1953125,-72138.171875
0.003500161226839,1292.09167480469,3407.49389648437,-305.012268066406,0,-24580.123046875,-78644.3515625
0.00360027467832,1352.65856933594,3616.05541992187,-342.017730712891,0,-25430.177734375,-82487
0.003700388362631,1362.7529296875,3819.60009765625,-369.132293701172,0,-25753.220703125,-84206.84375
0.003800501814112,1241.61938476563,4044.244140625,-407.579254150391,0,-24502.025390625,-82089.0234375
0.003900615498424,1211.3359375,4297.59375,-500.91845703125,0,-23556.853515625,-78369.78125
0.004000728949904,1039.73010253906,4530.27880859375,-536.723999023438,0,-21546.65234375,-74208.96875
0.004100842401385,938.785400390625,4751.33056640625,-596.518371582031,0,-18883.162109375,-69901.3671875
0.004200002644211,908.502014160156,4974.1416015625,-647.704956054688,0,-16951.138671875,-67628.1484375
0.004300116095692,878.218566894531,5224.7119140625,-722.454467773438,0,-14942.8994140625,-66119.6328125
0.004400230012834,827.746276855469,5511.22216796875,-754.390808105469,0,-13116.1708984375,-63406.78125
0.004500343464315,666.234802246094,5769.166015625,-757.853759765625,0,-10742.345703125,-57022.26171875
0.004600456915796,474.43994140625,6037.55859375,-813.671264648437,0,-8355.7626953125,-50300.89453125
0.004700570367277,262.456115722656,6236.0595703125,-972.103576660156,0,-4259.509765625,-41436.69921875
0.004800684284419,161.511459350586,6456.19775390625,-1096.68029785156,0,-2713.556640625,-37276.3203125
0.0049007977359,131.228057861328,6691.033203125,-1219.14392089844,0,-1553.43408203125,-35269.3671875
0.005000911187381,100.944664001465,6956.240234375,-1357.08715820313,0,-1299.57702636719,-33965.2734375
0.005100071430206,80.755729675293,7200.2685546875,-1569.07373046875,0,1052.52282714844,-28359.6328125
0.005200184881687,-10.0944662094116,7521.42919921875,-1544.48840332031,0,2498.88549804687,-25421.953125
0.005300298333168,-30.2833995819092,7769.115234375,-1517.06665039063,0,3404.39477539062,-23472.599609375
0.00540041225031,-60.5667991638184,7980.478515625,-1614.28771972656,0,4130.23681640625,-21352.103515625
